,Sin(x)
0.0,0.0
1.0833078115826873,1.7112010426029136
2.1666156231653746,-0.10128772165990085
3.249923434748062,0.10685142178708222
4.333231246330749,-0.241277260963368
5.416539057913436,-1.7489885776691627
6.499846869496124,0.6348595417712881
7.5831546810788115,1.4791038496962443
8.666462492661498,-0.3108339549977005
9.749770304244185,0.2858726850577847
10.833078115826872,-0.6675249924055437
11.91638592740956,-1.568724207712988
12.999693738992248,1.1820511566879004
14.083001550574934,1.1066524322750673
15.166309362157623,-0.3679581872690012
16.249617173740308,0.367958187269001
17.332924985322997,-1.1066524322750648
18.416232796905685,-1.182051156687899
19.49954060848837,1.5687242077129864
20.58284842007106,0.6675249924055463
21.666156231653744,-0.28587268505778674
22.749464043236433,0.31083395499770117
23.83277185481912,-1.4791038496962452
24.916079666401806,-0.6348595417712941
25.999387477984495,1.7489885776691625
27.082695289567184,0.241277260963367
28.16600310114987,-0.10685142178708384
29.249310912732557,0.1012877216599013
30.332618724315246,-1.711201042602914
31.41592653589793,-3.67394039744206e-15
